order_id,user_id,order_date,product_id,product_category,product_name,quantity,price_per_unit,payment_method,order_status,total_order_value,running_total
1591,U138,2025-04-24,P370,Fashion,Jeans,4,32.11,UPI,Processing,55205.36000000007,5171.499999999999
1341,U113,2025-04-04,P696,Books,Big Data Explained,4,32.22,PayPal,Delivered,55205.36000000007,5203.719999999999
1528,U090,2025-04-18,P256,Electronics,USB-C Cable,2,32.27,Credit Card,Returned,55205.36000000007,5235.99
1795,U175,2025-04-20,P222,Books,Clean Code,3,32.28,PayPal,Cancelled,55205.36000000007,5268.2699999999995
1090,U108,2025-04-14,P209,Kitchen,Blender,1,32.56,PayPal,Cancelled,55205.36000000007,5300.83
1807,U173,2025-04-10,P153,Kitchen,Knife Set,5,32.6,UPI,Returned,55205.36000000007,5333.43
1340,U002,2025-04-18,P370,Home Decor,Photo Frame,2,32.68,UPI,Cancelled,55205.36000000007,5366.110000000001
1780,U042,2025-04-28,P919,Electronics,Wireless Mouse,4,32.9,Credit Card,Processing,55205.36000000007,5399.01
1581,U062,2025-04-27,P568,Fashion,Jacket,2,32.99,Credit Card,Cancelled,55205.36000000007,5432
1300,U091,2025-04-30,P814,Books,AI Revolution,2,33.05,Credit Card,Processing,55205.36000000007,5465.05
1944,U177,2025-04-06,P522,Fashion,Sneakers,5,33.14,PayPal,Returned,55205.36000000007,5498.1900000000005
1887,U032,2025-04-19,P176,Home Decor,Wall Art,1,33.45,PayPal,Delivered,55205.36000000007,5531.64
1805,U181,2025-04-07,P908,Home Decor,Cushion Cover,5,33.49,Credit Card,Cancelled,55205.36000000007,5565.13
1127,U183,2025-04-09,P549,Home Decor,Photo Frame,4,33.58,Credit Card,Returned,55205.36000000007,5598.71
1145,U025,2025-04-04,P922,Books,Big Data Explained,5,33.62,Credit Card,Returned,55205.36000000007,5632.33
1070,U101,2025-04-25,P189,Electronics,Wireless Mouse,3,33.68,Credit Card,Delivered,55205.36000000007,5666.01
1168,U127,2025-04-28,P583,Books,AI Revolution,5,33.7,PayPal,Cancelled,55205.36000000007,5699.71
1999,U150,2025-04-22,P900,Kitchen,Toaster,2,33.72,PayPal,Cancelled,55205.36000000007,5733.43
1480,U130,2025-04-29,P234,Fashion,Sneakers,1,33.79,Credit Card,Processing,55205.36000000007,5767.22
1437,U041,2025-04-07,P837,Fashion,Jacket,4,33.86,Credit Card,Cancelled,55205.36000000007,5801.08
1035,U150,2025-04-10,P242,Home Decor,Cushion Cover,2,34.04,Credit Card,Cancelled,55205.36000000007,5835.12
1617,U108,2025-04-11,P206,Fashion,Jacket,1,34.19,PayPal,Processing,55205.36000000007,5869.3099999999995
1330,U095,2025-05-03,P533,Fashion,Sneakers,5,34.27,Debit Card,Returned,55205.36000000007,5903.58
1868,U075,2025-04-19,P667,Electronics,Smartwatch,5,34.38,Debit Card,Delivered,55205.36000000007,5937.96
1095,U025,2025-05-03,P891,Kitchen,Cutting Board,2,34.47,Debit Card,Cancelled,55205.36000000007,5972.43
1879,U022,2025-04-21,P195,Electronics,Wireless Mouse,3,34.52,Debit Card,Returned,55205.36000000007,6006.950000000001
1915,U061,2025-04-20,P524,Books,Clean Code,3,34.64,Debit Card,Processing,55205.36000000007,6041.590000000001
1370,U165,2025-04-04,P567,Kitchen,Toaster,2,34.75,PayPal,Cancelled,55205.36000000007,6076.340000000001
1695,U002,2025-04-26,P512,Fashion,Jacket,5,34.75,PayPal,Cancelled,55205.36000000007,6111.090000000001
1033,U160,2025-04-07,P518,Kitchen,Microwave,4,34.77,Credit Card,Processing,55205.36000000007,6145.8600000000015
1055,U129,2025-04-19,P143,Fashion,Jeans,5,34.83,Credit Card,Delivered,55205.36000000007,6180.690000000001
1372,U173,2025-05-02,P645,Fashion,Jeans,4,34.91,UPI,Returned,55205.36000000007,6215.600000000001
1973,U180,2025-04-28,P620,Electronics,Power Bank,1,34.92,Debit Card,Cancelled,55205.36000000007,6250.520000000001
1616,U196,2025-05-01,P169,Kitchen,Cutting Board,5,35,Credit Card,Delivered,55205.36000000007,6285.520000000001
1212,U004,2025-05-02,P302,Kitchen,Microwave,4,35.28,PayPal,Cancelled,55205.36000000007,6320.800000000001
1362,U029,2025-04-28,P887,Fashion,Sneakers,1,35.3,PayPal,Processing,55205.36000000007,6356.100000000001
1355,U125,2025-04-06,P504,Fashion,Jeans,3,35.31,Credit Card,Delivered,55205.36000000007,6391.410000000002
1972,U044,2025-04-10,P406,Home Decor,Lamp,1,35.33,Debit Card,Returned,55205.36000000007,6426.740000000002
1054,U119,2025-04-17,P173,Kitchen,Knife Set,4,35.34,Debit Card,Cancelled,55205.36000000007,6462.080000000002
1162,U119,2025-04-07,P893,Fashion,T-Shirt,1,35.34,UPI,Cancelled,55205.36000000007,6497.420000000002
1634,U085,2025-04-06,P596,Home Decor,Cushion Cover,1,35.5,PayPal,Processing,55205.36000000007,6532.920000000002
1153,U006,2025-04-07,P744,Fashion,Jacket,4,35.51,PayPal,Returned,55205.36000000007,6568.430000000002
1019,U115,2025-05-03,P973,Kitchen,Blender,3,35.68,Debit Card,Delivered,55205.36000000007,6604.110000000002
1009,U040,2025-04-04,P610,Kitchen,Toaster,4,35.87,Credit Card,Processing,55205.36000000007,6639.980000000002
1758,U190,2025-04-15,P744,Books,Big Data Explained,3,35.97,Debit Card,Returned,55205.36000000007,6675.950000000003
1564,U140,2025-04-08,P616,Home Decor,Photo Frame,4,36.02,Credit Card,Delivered,55205.36000000007,6711.970000000003
1993,U115,2025-04-15,P171,Electronics,USB-C Cable,1,36.03,UPI,Delivered,55205.36000000007,6748.000000000003
1209,U028,2025-04-24,P708,Books,Data Engineering 101,4,36.19,PayPal,Returned,55205.36000000007,6784.190000000002
1968,U035,2025-04-14,P948,Home Decor,Wall Art,2,36.36,PayPal,Cancelled,55205.36000000007,6820.550000000002
1294,U021,2025-04-04,P794,Fashion,Jeans,3,36.47,Debit Card,Delivered,55205.36000000007,6857.020000000002
1928,U152,2025-04-07,P236,Books,Spark for Dummies,4,36.62,UPI,Returned,55205.36000000007,6893.640000000002
1779,U038,2025-04-11,P230,Fashion,Sunglasses,3,36.77,PayPal,Processing,55205.36000000007,6930.410000000003
1580,U002,2025-04-11,P343,Electronics,Bluetooth Headphones,3,36.86,Debit Card,Processing,55205.36000000007,6967.270000000002
1342,U058,2025-04-21,P556,Electronics,Bluetooth Headphones,2,36.89,Debit Card,Processing,55205.36000000007,7004.160000000003
1866,U012,2025-04-26,P870,Fashion,Jeans,2,36.89,Debit Card,Processing,55205.36000000007,7041.050000000003
1897,U032,2025-04-22,P964,Electronics,Bluetooth Headphones,1,37.12,UPI,Processing,55205.36000000007,7078.170000000003
1514,U091,2025-05-03,P426,Books,AI Revolution,2,37.17,Debit Card,Delivered,55205.36000000007,7115.340000000003
1639,U130,2025-04-30,P427,Books,Clean Code,5,37.17,PayPal,Returned,55205.36000000007,7152.510000000003
1291,U164,2025-04-14,P126,Home Decor,Lamp,4,37.39,PayPal,Returned,55205.36000000007,7189.900000000003
1977,U178,2025-04-10,P541,Electronics,Smartwatch,2,37.42,Credit Card,Cancelled,55205.36000000007,7227.320000000003
1472,U054,2025-04-25,P110,Electronics,USB-C Cable,4,37.65,Credit Card,Delivered,55205.36000000007,7264.970000000003
1113,U140,2025-05-02,P823,Electronics,USB-C Cable,1,37.7,PayPal,Delivered,55205.36000000007,7302.670000000003
1979,U045,2025-04-21,P219,Home Decor,Wall Clock,1,37.77,PayPal,Cancelled,55205.36000000007,7340.440000000003
1252,U131,2025-04-04,P115,Kitchen,Cutting Board,4,37.87,Credit Card,Cancelled,55205.36000000007,7378.310000000003
1513,U016,2025-04-06,P547,Books,Spark for Dummies,4,37.93,PayPal,Returned,55205.36000000007,7416.240000000003
1387,U143,2025-04-23,P244,Books,AI Revolution,1,38,Credit Card,Delivered,55205.36000000007,7454.240000000003
1288,U174,2025-04-17,P571,Books,AI Revolution,5,38.01,Debit Card,Processing,55205.36000000007,7492.250000000004
1873,U192,2025-04-09,P799,Electronics,Power Bank,5,38.27,PayPal,Delivered,55205.36000000007,7530.520000000004
1909,U025,2025-04-23,P868,Books,Big Data Explained,1,38.45,Debit Card,Cancelled,55205.36000000007,7568.970000000004
1555,U189,2025-04-26,P449,Kitchen,Toaster,4,38.59,PayPal,Processing,55205.36000000007,7607.560000000004
1140,U145,2025-04-09,P892,Fashion,Jacket,4,38.6,UPI,Returned,55205.36000000007,7646.160000000004
1319,U098,2025-04-09,P543,Kitchen,Toaster,1,38.6,PayPal,Returned,55205.36000000007,7684.760000000005
1809,U109,2025-04-25,P811,Kitchen,Toaster,2,38.62,UPI,Returned,55205.36000000007,7723.380000000005
1713,U161,2025-04-18,P263,Home Decor,Wall Art,3,38.77,Debit Card,Delivered,55205.36000000007,7762.150000000005
1425,U167,2025-04-28,P538,Kitchen,Knife Set,2,38.86,Credit Card,Cancelled,55205.36000000007,7801.010000000005
1083,U200,2025-04-26,P383,Home Decor,Wall Art,2,38.91,UPI,Cancelled,55205.36000000007,7839.920000000005
1503,U031,2025-04-24,P407,Books,Spark for Dummies,3,39.11,PayPal,Returned,55205.36000000007,7879.030000000004
1980,U182,2025-04-28,P615,Home Decor,Cushion Cover,5,39.11,Credit Card,Delivered,55205.36000000007,7918.140000000004
1077,U086,2025-04-04,P295,Electronics,Power Bank,4,39.31,UPI,Returned,55205.36000000007,7957.450000000004
1403,U180,2025-04-16,P806,Home Decor,Wall Art,5,39.46,Debit Card,Cancelled,55205.36000000007,7996.910000000004
1679,U160,2025-04-04,P248,Electronics,USB-C Cable,2,39.53,UPI,Processing,55205.36000000007,8036.440000000004
1144,U066,2025-04-23,P678,Fashion,Sunglasses,1,39.63,PayPal,Processing,55205.36000000007,8076.070000000004
1590,U092,2025-04-26,P693,Fashion,T-Shirt,1,39.68,Debit Card,Returned,55205.36000000007,8115.750000000005
1746,U178,2025-04-06,P221,Fashion,T-Shirt,1,39.75,UPI,Returned,55205.36000000007,8155.500000000005
1408,U188,2025-04-16,P152,Books,Spark for Dummies,2,39.96,PayPal,Returned,55205.36000000007,8195.460000000005
1029,U134,2025-04-21,P329,Electronics,Smartwatch,1,40,PayPal,Cancelled,55205.36000000007,8235.460000000005
1423,U027,2025-04-07,P861,Kitchen,Cutting Board,1,40.1,PayPal,Returned,55205.36000000007,8275.560000000005
1495,U046,2025-04-06,P198,Home Decor,Wall Art,3,40.25,UPI,Delivered,55205.36000000007,8315.810000000005
1047,U035,2025-04-16,P862,Books,Spark for Dummies,2,40.27,Credit Card,Returned,55205.36000000007,8356.080000000005
1561,U095,2025-04-13,P153,Fashion,Jacket,4,40.28,Credit Card,Returned,55205.36000000007,8396.360000000006
1186,U048,2025-04-09,P633,Electronics,Bluetooth Headphones,5,40.69,UPI,Delivered,55205.36000000007,8437.050000000007
1161,U046,2025-04-18,P197,Home Decor,Wall Clock,4,40.77,UPI,Cancelled,55205.36000000007,8477.820000000007
1943,U172,2025-04-30,P834,Home Decor,Cushion Cover,1,40.82,Credit Card,Processing,55205.36000000007,8518.640000000007
1859,U149,2025-04-22,P509,Fashion,Jeans,3,40.87,UPI,Returned,55205.36000000007,8559.510000000007
1798,U064,2025-04-18,P243,Kitchen,Microwave,1,40.91,PayPal,Cancelled,55205.36000000007,8600.420000000007
1151,U173,2025-04-06,P263,Home Decor,Wall Art,1,41.02,UPI,Delivered,55205.36000000007,8641.440000000008
1733,U156,2025-04-05,P467,Home Decor,Cushion Cover,5,41.07,PayPal,Delivered,55205.36000000007,8682.510000000007
1803,U109,2025-04-21,P310,Electronics,Smartwatch,3,41.08,Credit Card,Returned,55205.36000000007,8723.590000000007
1846,U011,2025-04-11,P281,Books,AI Revolution,5,41.15,UPI,Cancelled,55205.36000000007,8764.740000000007
1416,U191,2025-04-14,P555,Electronics,Bluetooth Headphones,4,41.27,UPI,Returned,55205.36000000007,8806.010000000007
1517,U013,2025-04-09,P585,Kitchen,Toaster,4,41.31,PayPal,Returned,55205.36000000007,8847.320000000007
1235,U066,2025-04-26,P462,Home Decor,Photo Frame,1,41.37,UPI,Delivered,55205.36000000007,8888.690000000008
1276,U107,2025-04-08,P424,Kitchen,Blender,5,41.47,PayPal,Cancelled,55205.36000000007,8930.160000000007
1594,U088,2025-04-29,P364,Home Decor,Cushion Cover,3,41.54,UPI,Delivered,55205.36000000007,8971.700000000008
1232,U185,2025-04-21,P321,Home Decor,Wall Clock,3,41.56,PayPal,Delivered,55205.36000000007,9013.260000000007
1249,U186,2025-04-12,P443,Electronics,Smartwatch,2,41.59,Debit Card,Delivered,55205.36000000007,9054.850000000008
1076,U141,2025-04-13,P898,Home Decor,Lamp,3,41.6,UPI,Processing,55205.36000000007,9096.450000000008
1851,U063,2025-04-25,P601,Home Decor,Wall Art,4,41.61,Credit Card,Processing,55205.36000000007,9138.060000000009
1504,U024,2025-04-06,P380,Home Decor,Photo Frame,3,41.89,PayPal,Returned,55205.36000000007,9179.950000000008
1506,U136,2025-04-28,P456,Electronics,Wireless Mouse,5,41.97,UPI,Delivered,55205.36000000007,9221.920000000007
1092,U180,2025-04-20,P621,Books,Data Engineering 101,5,42.06,Credit Card,Delivered,55205.36000000007,9263.980000000007
1913,U044,2025-05-03,P166,Fashion,Sneakers,1,42.09,UPI,Returned,55205.36000000007,9306.070000000007
1937,U124,2025-04-11,P260,Kitchen,Knife Set,3,42.11,UPI,Delivered,55205.36000000007,9348.180000000008
1688,U124,2025-04-15,P973,Home Decor,Wall Clock,3,42.12,Debit Card,Delivered,55205.36000000007,9390.300000000008
1094,U139,2025-04-13,P203,Books,AI Revolution,1,42.15,PayPal,Delivered,55205.36000000007,9432.450000000008
1453,U119,2025-04-16,P474,Electronics,Power Bank,5,42.21,Credit Card,Processing,55205.36000000007,9474.660000000007
1895,U116,2025-04-24,P944,Books,Big Data Explained,3,42.24,Credit Card,Processing,55205.36000000007,9516.900000000007
1265,U040,2025-04-09,P949,Books,Data Engineering 101,5,42.25,Credit Card,Processing,55205.36000000007,9559.150000000007
1028,U063,2025-04-22,P347,Fashion,T-Shirt,5,42.37,PayPal,Cancelled,55205.36000000007,9601.520000000008
1821,U009,2025-04-05,P327,Fashion,Jeans,5,42.58,UPI,Delivered,55205.36000000007,9644.100000000008
1375,U100,2025-05-02,P635,Books,Spark for Dummies,2,42.61,PayPal,Cancelled,55205.36000000007,9686.710000000008
1225,U129,2025-04-04,P910,Books,Clean Code,5,42.78,PayPal,Delivered,55205.36000000007,9729.490000000009
1832,U010,2025-04-09,P842,Home Decor,Cushion Cover,3,42.79,UPI,Processing,55205.36000000007,9772.28000000001
1623,U191,2025-04-16,P789,Home Decor,Cushion Cover,2,42.89,PayPal,Cancelled,55205.36000000007,9815.17000000001
1536,U177,2025-04-21,P132,Books,Spark for Dummies,1,42.95,PayPal,Cancelled,55205.36000000007,9858.12000000001
1478,U154,2025-04-17,P841,Home Decor,Cushion Cover,3,43.15,PayPal,Processing,55205.36000000007,9901.27000000001
1510,U025,2025-04-26,P670,Kitchen,Knife Set,2,43.19,Credit Card,Returned,55205.36000000007,9944.46000000001
1447,U199,2025-04-15,P958,Electronics,Smartwatch,3,43.22,PayPal,Returned,55205.36000000007,9987.68000000001
1670,U160,2025-04-23,P183,Books,Data Engineering 101,1,43.5,UPI,Cancelled,55205.36000000007,10031.18000000001
1392,U002,2025-04-27,P595,Kitchen,Blender,5,43.62,PayPal,Processing,55205.36000000007,10074.80000000001
1187,U013,2025-04-08,P842,Electronics,Power Bank,5,43.64,UPI,Cancelled,55205.36000000007,10118.44000000001
1785,U180,2025-04-05,P682,Books,Data Engineering 101,4,43.7,Credit Card,Delivered,55205.36000000007,10162.14000000001
1562,U161,2025-04-10,P676,Electronics,Smartwatch,4,43.98,PayPal,Cancelled,55205.36000000007,10206.12000000001
1519,U150,2025-04-29,P275,Electronics,Smartwatch,5,44.05,UPI,Delivered,55205.36000000007,10250.17000000001
1393,U080,2025-04-19,P262,Kitchen,Blender,2,44.1,UPI,Returned,55205.36000000007,10294.27000000001
1817,U108,2025-04-12,P136,Kitchen,Microwave,4,44.16,UPI,Returned,55205.36000000007,10338.43000000001
1834,U017,2025-05-03,P688,Fashion,T-Shirt,2,44.25,Debit Card,Processing,55205.36000000007,10382.68000000001
1548,U146,2025-04-06,P840,Home Decor,Cushion Cover,4,44.37,UPI,Cancelled,55205.36000000007,10427.05000000001
1601,U038,2025-04-27,P336,Fashion,Sneakers,5,44.57,Credit Card,Delivered,55205.36000000007,10471.62000000001
1475,U161,2025-04-26,P609,Home Decor,Photo Frame,4,44.65,PayPal,Returned,55205.36000000007,10516.27000000001
1583,U090,2025-04-24,P271,Home Decor,Wall Clock,4,44.79,Debit Card,Returned,55205.36000000007,10561.06000000001
1833,U052,2025-04-23,P910,Books,Spark for Dummies,1,44.95,UPI,Delivered,55205.36000000007,10606.010000000011
1686,U195,2025-04-09,P277,Fashion,Sunglasses,2,45.01,Credit Card,Returned,55205.36000000007,10651.020000000011
1155,U171,2025-05-02,P666,Fashion,Sneakers,4,45.16,UPI,Cancelled,55205.36000000007,10696.180000000011
1988,U100,2025-04-23,P649,Books,Big Data Explained,1,45.21,Debit Card,Returned,55205.36000000007,10741.39000000001
1200,U048,2025-05-01,P840,Kitchen,Toaster,2,45.29,Credit Card,Returned,55205.36000000007,10786.680000000011
1892,U030,2025-05-02,P596,Electronics,USB-C Cable,2,45.31,UPI,Returned,55205.36000000007,10831.99000000001
1645,U038,2025-04-07,P878,Electronics,Power Bank,2,45.46,UPI,Cancelled,55205.36000000007,10877.45000000001
1337,U034,2025-04-11,P949,Kitchen,Blender,2,45.58,UPI,Cancelled,55205.36000000007,10923.03000000001
1467,U039,2025-04-17,P134,Electronics,Bluetooth Headphones,3,45.68,UPI,Processing,55205.36000000007,10968.71000000001
1752,U156,2025-04-14,P935,Books,AI Revolution,1,45.78,Debit Card,Delivered,55205.36000000007,11014.49000000001
1930,U104,2025-04-12,P215,Electronics,Power Bank,5,45.78,Debit Card,Delivered,55205.36000000007,11060.270000000011
1349,U180,2025-04-10,P851,Fashion,Sneakers,1,45.94,Debit Card,Returned,55205.36000000007,11106.210000000012
1269,U004,2025-04-19,P534,Electronics,Bluetooth Headphones,1,46.2,Credit Card,Processing,55205.36000000007,11152.410000000013
1907,U130,2025-04-16,P725,Home Decor,Wall Clock,4,46.26,PayPal,Delivered,55205.36000000007,11198.670000000013
1049,U135,2025-04-22,P130,Books,Spark for Dummies,3,46.3,Credit Card,Processing,55205.36000000007,11244.970000000012
1132,U043,2025-04-28,P796,Electronics,Bluetooth Headphones,4,46.37,PayPal,Returned,55205.36000000007,11291.340000000013
1985,U085,2025-04-05,P167,Electronics,Power Bank,1,46.44,UPI,Cancelled,55205.36000000007,11337.780000000013
1004,U011,2025-04-10,P574,Fashion,Sunglasses,5,46.49,PayPal,Delivered,55205.36000000007,11384.270000000013
1008,U102,2025-04-15,P101,Home Decor,Photo Frame,1,46.6,Debit Card,Cancelled,55205.36000000007,11430.870000000014
1932,U029,2025-05-02,P621,Fashion,Sneakers,2,46.69,UPI,Processing,55205.36000000007,11477.560000000014
1876,U073,2025-05-02,P539,Electronics,Power Bank,5,46.81,Debit Card,Returned,55205.36000000007,11524.370000000014
1074,U145,2025-04-04,P509,Books,Spark for Dummies,4,46.86,UPI,Processing,55205.36000000007,11571.230000000014
1063,U187,2025-05-03,P772,Home Decor,Wall Art,2,46.91,Debit Card,Processing,55205.36000000007,11618.140000000014
1627,U036,2025-04-15,P409,Electronics,Wireless Mouse,2,46.96,Debit Card,Returned,55205.36000000007,11665.100000000013
1524,U194,2025-04-04,P493,Home Decor,Photo Frame,1,46.99,Credit Card,Returned,55205.36000000007,11712.090000000013
1192,U135,2025-04-24,P387,Home Decor,Photo Frame,2,47.02,PayPal,Returned,55205.36000000007,11759.110000000013
1397,U166,2025-04-28,P770,Kitchen,Knife Set,3,47.04,UPI,Returned,55205.36000000007,11806.150000000014
1986,U115,2025-04-06,P289,Kitchen,Toaster,5,47.04,Credit Card,Delivered,55205.36000000007,11853.190000000015
1683,U069,2025-04-26,P944,Home Decor,Lamp,1,47.05,Debit Card,Processing,55205.36000000007,11900.240000000014
1420,U166,2025-04-14,P268,Electronics,Smartwatch,3,47.32,Debit Card,Returned,55205.36000000007,11947.560000000014
1804,U139,2025-04-18,P954,Electronics,USB-C Cable,3,47.54,Debit Card,Delivered,55205.36000000007,11995.100000000015
1994,U070,2025-04-20,P673,Kitchen,Microwave,2,47.55,Debit Card,Delivered,55205.36000000007,12042.650000000014
1886,U031,2025-04-16,P122,Fashion,Sneakers,4,47.61,Debit Card,Processing,55205.36000000007,12090.260000000015
1815,U067,2025-04-17,P253,Kitchen,Cutting Board,4,47.78,Credit Card,Cancelled,55205.36000000007,12138.040000000015
1152,U098,2025-04-05,P453,Books,Data Engineering 101,5,47.8,UPI,Cancelled,55205.36000000007,12185.840000000015
1309,U101,2025-05-01,P824,Fashion,T-Shirt,2,47.96,PayPal,Delivered,55205.36000000007,12233.800000000014
1799,U156,2025-04-26,P292,Kitchen,Blender,4,48.13,UPI,Returned,55205.36000000007,12281.930000000013
1650,U162,2025-04-19,P464,Fashion,Jacket,3,48.14,PayPal,Delivered,55205.36000000007,12330.070000000012
1477,U145,2025-04-13,P154,Books,Big Data Explained,5,48.32,PayPal,Processing,55205.36000000007,12378.390000000012
1484,U160,2025-04-20,P835,Fashion,Jeans,2,48.33,UPI,Delivered,55205.36000000007,12426.720000000012
1922,U131,2025-04-18,P226,Fashion,Sneakers,1,48.62,UPI,Processing,55205.36000000007,12475.340000000013
1198,U019,2025-05-01,P397,Fashion,Jeans,1,48.72,Credit Card,Delivered,55205.36000000007,12524.060000000012
1976,U194,2025-04-28,P916,Electronics,USB-C Cable,2,48.83,Credit Card,Cancelled,55205.36000000007,12572.890000000012
1131,U113,2025-05-02,P807,Books,Big Data Explained,4,48.93,UPI,Cancelled,55205.36000000007,12621.820000000012
1554,U053,2025-04-23,P877,Books,Data Engineering 101,1,48.95,Debit Card,Returned,55205.36000000007,12670.770000000013
1314,U106,2025-04-26,P907,Books,Big Data Explained,4,49.01,Debit Card,Delivered,55205.36000000007,12719.780000000013
1882,U191,2025-04-08,P542,Books,AI Revolution,3,49.02,Credit Card,Cancelled,55205.36000000007,12768.800000000014
1938,U136,2025-04-09,P256,Electronics,Bluetooth Headphones,3,49.04,PayPal,Returned,55205.36000000007,12817.840000000015
1441,U128,2025-04-12,P861,Fashion,Jacket,4,49.19,Debit Card,Processing,55205.36000000007,12867.030000000015
1415,U093,2025-04-26,P594,Fashion,Sunglasses,2,49.27,PayPal,Cancelled,55205.36000000007,12916.300000000016
1939,U007,2025-04-11,P301,Books,Big Data Explained,2,49.44,Credit Card,Returned,55205.36000000007,12965.740000000016
1333,U196,2025-04-27,P587,Fashion,Jeans,2,49.45,Credit Card,Returned,55205.36000000007,13015.190000000017
1655,U060,2025-04-24,P123,Home Decor,Wall Clock,4,49.74,UPI,Cancelled,55205.36000000007,13064.930000000017
1917,U025,2025-04-06,P115,Electronics,USB-C Cable,1,49.82,Credit Card,Delivered,55205.36000000007,13114.750000000016
1096,U001,2025-04-25,P582,Fashion,T-Shirt,1,49.87,Credit Card,Delivered,55205.36000000007,13164.620000000017
1633,U103,2025-04-20,P385,Electronics,Smartwatch,2,49.92,PayPal,Cancelled,55205.36000000007,13214.540000000017
1672,U154,2025-04-25,P931,Electronics,Smartwatch,4,50.28,PayPal,Processing,55205.36000000007,13264.820000000018
1213,U083,2025-04-04,P142,Fashion,Jacket,5,50.33,PayPal,Returned,55205.36000000007,13315.150000000018
1574,U189,2025-04-04,P730,Books,AI Revolution,5,50.45,PayPal,Cancelled,55205.36000000007,13365.600000000019
1292,U055,2025-05-03,P231,Kitchen,Toaster,1,50.46,Debit Card,Processing,55205.36000000007,13416.060000000018
1610,U101,2025-04-10,P195,Kitchen,Cutting Board,3,50.59,Credit Card,Processing,55205.36000000007,13466.650000000018
1769,U168,2025-04-14,P811,Home Decor,Cushion Cover,3,50.71,UPI,Returned,55205.36000000007,13517.360000000017
1256,U199,2025-04-28,P101,Books,Spark for Dummies,4,50.8,Credit Card,Cancelled,55205.36000000007,13568.160000000016
1608,U056,2025-04-05,P745,Electronics,Smartwatch,4,50.8,PayPal,Cancelled,55205.36000000007,13618.960000000015
1719,U036,2025-04-07,P571,Electronics,Power Bank,5,50.98,Credit Card,Returned,55205.36000000007,13669.940000000015
1266,U164,2025-04-07,P745,Electronics,USB-C Cable,4,51.01,UPI,Cancelled,55205.36000000007,13720.950000000015
1881,U144,2025-04-27,P379,Fashion,Jeans,3,51.02,UPI,Cancelled,55205.36000000007,13771.970000000016
1996,U039,2025-04-16,P860,Kitchen,Microwave,1,51.1,Debit Card,Processing,55205.36000000007,13823.070000000016
1969,U135,2025-05-01,P274,Fashion,Jacket,5,51.12,Credit Card,Cancelled,55205.36000000007,13874.190000000017
1500,U014,2025-04-18,P122,Home Decor,Cushion Cover,5,51.2,PayPal,Processing,55205.36000000007,13925.390000000018
1483,U025,2025-04-06,P235,Fashion,Jacket,2,51.29,PayPal,Processing,55205.36000000007,13976.680000000018
1848,U132,2025-04-18,P800,Home Decor,Wall Clock,1,51.35,Debit Card,Cancelled,55205.36000000007,14028.030000000019
1289,U162,2025-04-08,P778,Electronics,Bluetooth Headphones,1,51.38,UPI,Returned,55205.36000000007,14079.410000000018
1237,U121,2025-04-09,P583,Kitchen,Toaster,3,51.61,PayPal,Processing,55205.36000000007,14131.020000000019
1637,U003,2025-04-12,P702,Kitchen,Cutting Board,4,51.61,Debit Card,Processing,55205.36000000007,14182.63000000002
1411,U009,2025-04-15,P737,Home Decor,Lamp,4,51.77,Debit Card,Cancelled,55205.36000000007,14234.40000000002
1835,U034,2025-04-26,P191,Fashion,T-Shirt,5,51.8,PayPal,Cancelled,55205.36000000007,14286.200000000019
1698,U076,2025-05-01,P654,Kitchen,Blender,4,51.81,UPI,Cancelled,55205.36000000007,14338.010000000018
1781,U200,2025-04-17,P458,Electronics,Smartwatch,2,51.81,PayPal,Processing,55205.36000000007,14389.820000000018
1405,U136,2025-04-27,P713,Kitchen,Blender,5,51.86,Credit Card,Returned,55205.36000000007,14441.680000000018
1429,U176,2025-04-22,P918,Kitchen,Toaster,5,52.1,Credit Card,Returned,55205.36000000007,14493.780000000019
1461,U120,2025-04-29,P424,Kitchen,Toaster,5,52.11,Debit Card,Processing,55205.36000000007,14545.89000000002
1457,U093,2025-04-11,P794,Fashion,Sneakers,5,52.18,UPI,Processing,55205.36000000007,14598.07000000002
1347,U097,2025-04-14,P262,Electronics,USB-C Cable,1,52.48,PayPal,Cancelled,55205.36000000007,14650.55000000002
1233,U107,2025-04-26,P709,Fashion,Sneakers,1,52.59,Credit Card,Delivered,55205.36000000007,14703.14000000002
1857,U052,2025-04-08,P246,Electronics,Power Bank,2,52.62,Credit Card,Delivered,55205.36000000007,14755.76000000002
1896,U098,2025-04-21,P292,Electronics,Bluetooth Headphones,1,52.65,PayPal,Processing,55205.36000000007,14808.41000000002
1491,U090,2025-04-13,P517,Electronics,USB-C Cable,3,52.9,Credit Card,Returned,55205.36000000007,14861.31000000002
1818,U087,2025-04-06,P921,Home Decor,Wall Clock,5,52.91,PayPal,Delivered,55205.36000000007,14914.22000000002
1906,U057,2025-04-17,P414,Books,Spark for Dummies,3,52.93,Credit Card,Cancelled,55205.36000000007,14967.15000000002
1038,U093,2025-04-25,P324,Books,Spark for Dummies,2,53.03,PayPal,Returned,55205.36000000007,15020.18000000002
1179,U170,2025-04-16,P432,Kitchen,Toaster,4,53.03,UPI,Cancelled,55205.36000000007,15073.210000000021
1640,U033,2025-04-10,P632,Home Decor,Photo Frame,3,53.18,PayPal,Returned,55205.36000000007,15126.390000000021
